"index","word","meaning","pos","rank"
"2016","herencia","inheritance, legacy","nf","2016"
"2017","legal","legal","adj","2017"
"2018","artificial","artificial","adj","2018"
"2019","deporte","sport","nm","2019"
"2020","reina","queen","nf","2020"
"2021","bandera","flag","nf","2021"
"2022","influir","to have influence","v","2022"
"2023","maravilla","wonder, marvel","nf","2023"
"2024","modesto","modest, humble","adj","2024"
"2025","banda","musical band, sash","nf","2025"
"2026","cristal","glass, crystal, window","nm","2026"
"2027","objetivo","objective, impartial (adj)","adj","2027"
"2028","anécdota","anecdote","nf","2028"
"2029","universitario","university (adj)","adj","2029"
"2030","sensible","sensitive, sentient","adj","2030"
"2031","leyenda","legend","nf","2031"
"2032","muerto","dead person (nm)","nm","2032"
"2033","azúcar","sugar","nm","2033"
"2034","multiplicar","to multiply","v","2034"
"2035","inclinación","slope, incline, tendency","nf","2035"
"2036","formal","formal, polite","adj","2036"
"2037","doler","to hurt","v","2037"
"2038","primitivo","primitive","adj","2038"
"2039","oculto","hidden, occult","adj","2039"
"2040","rostro","face, countenance","nm","2040"
"2041","separación","separation","nf","2041"
"2042","eco","echo, response","nm","2042"
"2043","definido","definite","adj","2043"
"2044","favorecer","to favor, help","v","2044"
"2045","cita","appointment, date, quotation","nf","2045"
"2046","actualidad","present time","nf","2046"
"2047","externo","external, outward","adj","2047"
"2048","escoger","to choose","v","2048"
"2049","colgar","to hang up","v","2049"
"2050","fantasía","fantasy, fancy","nf","2050"
"2051","promesa","promise","nf","2051"
"2052","pata","leg, paw","nf","2052"
"2053","llover","to rain","v","2053"
"2054","foto","photo, picture","nf","2054"
"2055","administración","administration","nf","2055"
"2056","absorber","to absorb, soak up","v","2056"
"2057","civilización","civilization","nf","2057"
"2058","organizado","organized","adj","2058"
"2059","ocupación","occupation, use","nf","2059"
"2060","mero","mere","adj","2060"
"2061","asiento","seat, chair","nm","2061"
"2062","compuesto","composite, mixed","adj","2062"
"2063","imitar","to imitate, copy, mimic","v","2063"
"2064","solitario","solitary, lonely","adj","2064"
"2065","pista","clue, track, trace","nf","2065"
"2066","testimonio","testimony, evidence","nm","2066"
"2067","regalo","gift, present","nm","2067"
"2068","educar","to educate","v","2068"
"2069","comprometer","to compromise","v","2069"
"2070","aproximar","to come near, closer","v","2070"
"2071","bailar","to dance","v","2071"
"2072","inspirar","to inspire, inhale","v","2072"
"2073","contradicción","contradiction","nf","2073"
"2074","agarrar","to grasp, catch","v","2074"
"2075","metal","metal","nm","2075"
"2076","aceite","oil","nm","2076"
"2077","prolongar","to extend, prolong","v","2077"
"2078","código","code","nm","2078"
"2079","estricto","strict, rigorous","adj","2079"
"2080","doloroso","painful","adj","2080"
"2081","unión","union","nf","2081"
"2082","extensión","extension, area, expanse","nf","2082"
"2083","duro","money (nm)","nm","2083"
"2084","adentro","inside","adv) [also dentro]","2084"
"2085","idéntico","identical","adj","2085"
"2086","previsto","foreseen, planned","adj","2086"
"2087","adaptar","to adapt","v","2087"
"2088","varón","male, man","nm","2088"
"2089","situar","to situate, place, locate","v","2089"
"2090","característico","characteristic","adj","2090"
"2091","evidencia","evidence, certainty","nf","2091"
"2092","dignidad","dignity","nf","2092"
"2093","escándalo","scandal","nm","2093"
"2094","colega","colleague","nc","2094"
"2095","horario","schedule, timetable","nm","2095"
"2096","orilla","shore, edge","nf","2096"
"2097","curar","to cure","v","2097"
"2098","copia","copy","nf","2098"
"2099","huella","trace, track, footstep","nf","2099"
"2100","desempeñar","to carry out, fulfill","v","2100"
"2101","ejemplar","copy, issue (nm)","nm","2101"
"2102","extraer","to extract, take out","v","2102"
"2103","cura","priest (m), cure (f)","nmf","2103"
"2104","apagar","to turn off, extinguish","v","2104"
"2105","prever","to foresee, anticipate, forecast","v","2105"
"2106","garantía","guarantee, warranty","nf","2106"
"2107","vaso","drinking glass, vase","nm","2107"
"2108","perfil","profile, outline","nm","2108"
"2109","proporción","proportion","nf","2109"
"2110","expulsar","to expel, throw out","v","2110"
"2111","ceremonia","ceremony","nf","2111"
"2112","vidrio","glass, pane","nm","2112"
"2113","ruta","route","nf","2113"
"2114","anuncio","advertisement, announcement","nm","2114"
"2115","trece","thirteen","num","2115"
"2116","soledad","loneliness, solitude","nf","2116"
"2117","tesis","thesis, exposition","nf","2117"
"2118","rincón","corner, nook","nm","2118"
"2119","nariz","nose","nf","2119"
"2120","ochenta","eighty","num","2120"
"2121","bolsillo","pocket","nm","2121"
"2122","exhibir","to exhibit, show off","v","2122"
"2123","asociación","association","nf","2123"
"2124","fresco","cool, healthy, fresh (adj)","adj","2124"
"2125","mando","command, authority","nm","2125"
"2126","sabor","taste, flavor, sensation","nm","2126"
"2127","década","decade","nf","2127"
"2128","preparación","preparation, training","nf","2128"
"2129","tapar","to cover, wrap","v","2129"
"2130","acceder","to consent, agree, accede","v","2130"
"2131","atractivo","attractive (adj)","adj","2131"
"2132","afecto","affection, fondness","nm","2132"
"2133","encender","to turn on","v","2133"
"2134","protesta","objection, protest","nf","2134"
"2135","patria","native land, fatherland","nf","2135"
"2136","consumo","consumption","nm","2136"
"2137","católico","Catholic","adj","2137"
"2138","selva","forest, jungle","nf","2138"
"2139","deuda","debt","nf","2139"
"2140","horizonte","horizon","nm","2140"
"2141","disparar","to shoot at","v","2141"
"2142","masculino","masculine, manly, male","adj","2142"
"2143","talento","talent, skill","nm","2143"
"2144","gas","gas","nm","2144"
"2145","té","tea","nm","2145"
"2146","gloria","glory, fame","nf","2146"
"2147","cansado","tired, tiresome","adj","2147"
"2148","noviembre","November","nm","2148"
"2149","candidato","candidate","nm","2149"
"2150","llave","key, faucet, wrench","nf","2150"
"2151","inconveniente","inconvenience, drawback","nm","2151"
"2152","afán","eagerness, zeal, effort","nm","2152"
"2153","atar","to tie (up)","v","2153"
"2154","etcétera","etcetera","n","2154"
"2155","comisión","commission, committee","nf","2155"
"2156","desesperado","desperate, hopeless","adj","2156"
"2157","generar","to generate","v","2157"
"2158","posesión","possession","nf","2158"
"2159","dama","lady, dame","nf","2159"
"2160","onda","wave, ripple","nf","2160"
"2161","botella","bottle, flask","nf","2161"
"2162","torre","tower","nf","2162"
"2163","abarcar","to encompass, comprise","v","2163"
"2164","combinación","combination","nf","2164"
"2165","cadáver","corpse, body","nm","2165"
"2166","paquete","package, packet","nm","2166"
"2167","apellido","last name","nm","2167"
"2168","caído","fallen","adj","2168"
"2169","japonés","Japanese","adj","2169"
"2170","brindar","to offer","v","2170"
"2171","conferencia","conference, lecture","nf","2171"
"2172","espontáneo","spontaneous","adj","2172"
"2173","propuesta","proposal, proposition","nf","2173"
"2174","intensidad","intensity, force","nf","2174"
"2175","explosión","explosion","nf","2175"
"2176","urbano","urban, city, urbane","adj","2176"
"2177","odio","hatred","nm","2177"
"2178","valioso","valuable, precious","adj","2178"
"2179","universo","universe","nm","2179"
"2180","agudo","sharp, acute","adj","2180"
"2181","milagro","miracle","nm","2181"
"2182","entrega","delivery","nf","2182"
"2183","repente: de + repente","suddenly","adv","2183"
"2184","solucionar","to solve, settle","v","2184"
"2185","mapa","map","nm","2185"
"2186","héroe","hero","nm","2186"
"2187","lunes","Monday","nm","2187"
"2188","tráfico","traffic, trade","nm","2188"
"2189","terror","terror, horror","nm","2189"
"2190","casualidad","chance, coincidence","nf","2190"
"2191","tonto","stupid, dumb","adj","2191"
"2192","risa","laugh, chuckle","nf","2192"
"2193","cuerda","cord, rope","nf","2193"
"2194","consulta","consultation, advice","nf","2194"
"2195","edición","edition, publication","nf","2195"
"2196","acomodar","to accommodate, be/make comfortable","v","2196"
"2197","rayo","ray, beam, lightning","nm","2197"
"2198","cuadrado","square","adj","2198"
"2199","tía","aunt","nf","2199"
"2200","adulto","adult, grown-up (nm)","nm","2200"
"2201","voto","vote","nm","2201"
"2202","calma","calm, lull","nf","2202"
"2203","sorprendente","surprising, astonishing","adj","2203"
"2204","favorable","favorable, suitable","adj","2204"
"2205","oferta","offer, bid, supply","nf","2205"
"2206","vergüenza","embarrassment","nf","2206"
"2207","ave","bird [also pájaro]","nm","2207"
"2208","rodilla","knee","nf","2208"
"2209","paseo","walk, ride","nm","2209"
"2210","variar","to change, vary","v","2210"
"2211","culpable","guilty","adj","2211"
"2212","normalmente","normally","adv","2212"
"2213","secundario","secondary","adj","2213"
"2214","registro","register, record","nm","2214"
"2215","infinito","infinite (adj)","adj","2215"
"2216","válido","valid","adj","2216"
"2217","gordo","fat, thick","adj","2217"
"2218","pintor","painter","nm/f","2218"
"2219","delito","crime, offense","nm","2219"
"2220","vestido","dress (nm)","nm","2220"
"2221","relato","tale, story","nm","2221"
"2222","baile","dance, ball","nm","2222"
"2223","misterio","mystery","nm","2223"
"2224","otorgar","to give, grant, award","v","2224"
"2225","ciclo","cycle","nm","2225"
"2226","principalmente","principally, mainly","adv","2226"
"2227","cesar","to cease, stop","v","2227"
"2228","síntoma","symptom","nm","2228"
"2229","amenaza","threat","nf","2229"
"2230","acá","here, around here","adv","2230"
"2231","recorrido","journey, itinerary, route","nm","2231"
"2232","concepción","conception","nf","2232"
"2233","tristeza","sadness","nf","2233"
"2234","vaca","cow","nf","2234"
"2235","criatura","creature, child","nf","2235"
"2236","creencia","belief","nf","2236"
"2237","desagradable","unpleasant","adj","2237"
"2238","<div>núcleo&nbsp;","nucleus, core","nm)</div>","2238"
"2239","amenazar","to threaten","v","2239"
"2240","perdón","forgiveness, pardon","nm","2240"
"2241","madrugada","dawn, daybreak [also alba]","nf","2241"
"2242","agresivo","aggressive","adj","2242"
"2243","obrero","worker, laborer (nm/f)&nbsp;[also trabajador]","nm/f","2243"
"2244","parado","stopped, standing","adj","2244"
"2245","callar","to be/make quiet","v","2245"
"2246","cariño","love, affection","nm","2246"
"2247","vigilar","to watch over, guard","v","2247"
"2248","ángel","angel","nm","2248"
"2249","rigor","harshness, rigor","nm","2249"
"2250","orientar","guide, show the way","v","2250"
"2251","contraste","contrast","nm","2251"
"2252","turno; en turno a","turn; shift &nbsp;","nm","2252"
"2253","exclusivo","exclusive","adj","2253"
"2254","portar","to behave [se], carry","v","2254"
"2255","reino","kingdom, reign","nm","2255"
"2256","aproximadamente","approximately","adv","2256"
"2257","prohibido","prohibited","adj","2257"
"2258","funcionamiento","functioning, operation","nm","2258"
"2259","auto","auto, car","nm","2259"
"2260","ala","wing, flank","nf el","2260"
"2261","debate","debate","nm","2261"
"2262","grueso","thick (adj)","adj","2262"
"2263","aplicación","application","nf","2263"
"2264","laboratorio","laboratory","nm","2264"
"2265","urgente","urgent","adj","2265"
"2266","vendedor","salesperson","nm/f","2266"
"2267","copa","cup, glass, top of a tree","nf","2267"
"2268","avisar","to notify [also notificar]","v","2268"
"2269","renovar","to renew, renovate","v","2269"
"2270","tratado","treaty, treatise","nm","2270"
"2271","democrático","democratic","adj","2271"
"2272","soltar","to release, loosen, let out","v","2272"
"2273","abordar","to board, get in/on","v","2273"
"2274","castigar","to punish","v","2274"
"2275","rechazo","rejection, refusal","nm","2275"
"2276","totalidad","whole, totality","nf","2276"
"2277","fracasar","to fail, to be unsuccessful","v","2277"
"2278","catorce","fourteen","num","2278"
"2279","calificar","to grade, rate, qualify","v","2279"
"2280","juntar","to put togerther, to get together&nbsp;[also reunir]","v","2280"
"2281","papá","dad","nm","2281"
"2282","necesariamente","necessarily","adv","2282"
"2283","considerable","considerable","adj","2283"
"2284","cero","zero, naught, nil","num","2284"
"2285","ejecutar","to execute, carry out","v","2285"
"2286","mamá","mom","nf","2286"
"2287","vela","candle, sail, vigil","nf","2287"
"2288","protestar","to protest, object","v","2288"
"2289","establecimiento","establishment","nm","2289"
"2290","gris","gray, gloomy","adj","2290"
"2291","matiz","shade, tint, nuance","nm","2291"
"2292","impresionar","to impress","v","2292"
"2293","meta","goal, aim, purpose","nf","2293"
"2294","comportar","to behave","v","2294"
"2295","básico","basic, essential","adj","2295"
"2296","comodidad","comfort, convenience","nf","2296"
"2297","pariente","relative (nc)","nc","2297"
"2298","abandonado","abandoned","adj","2298"
"2299","distribución","distribution","nf","2299"
"2300","invitación","invitation","nf","2300"
"2301","destrucción","destruction","nf","2301"
"2302","indígena","indigenous, native","adj","2302"
"2303","moreno","dark, brown","adj","2303"
"2304","alegre","happy, lively, cheerful","adj","2304"
"2305","opción","option, choice","nf","2305"
"2306","extenso","extensive, large","adj","2306"
"2307","ruso","Russian","adj","2307"
"2308","máximo","maximum (nm)","nm","2308"
"2309","tarjeta","card","nf","2309"
"2310","fase","phase, stage","nf","2310"
"2311","veinticinco","twenty-five","num","2311"
"2312","tropa","troops, forces","nf","2312"
"2313","remoto","remote, far-off","adj","2313"
"2314","socio","member, partner","nm","2314"
"2315","comunista","Communist","adj","2315"
"2316","abundante","abundant, plentiful","adj","2316"
"2317","dibujar","to draw, sketch","v","2317"
"2318","guía","guide, leader","nc","2318"
"2319","judío","Jewish","adj","2319"
"2320","impresionante","impressive, astonishing","adj","2320"
