"index","word","meaning","furi","pos","e.g.","eng","freq"
"477","足りる","be enough, be sufficient","足[た]りる","Verb","お 金[かね]が<b> 足[た]りなくて</b> 買[か]えなかった。","I couldn't buy it because I didn't have enough money.","2084"
"478","足す","add, supplement<div>(the same kind of thing)</div>","足[た]す","Verb","母[はは]は 味噌汁[みそしる]に 水[みず]を<b> 足[た]した</b>。","My mother added water to the miso soup.","6806"
"479","山","mountain","山[やま]","Noun","<b> 山[やま]</b>の 空気[くうき]はきれいだ。","The mountain air is clean.","380"
"480","川","river, stream","川[かわ]","Noun","小[ちい]さな<b> 川[かわ]</b>を 渡[わた]りました。","I crossed a stream.","744"
"481","いずれ","eventually, sometime","いずれ","Adverb","<b>いずれ</b>またお 会[あ]いしましょう。","Let's meet again sometime.","707"
"482","空く","become available or vacant","空[あ]く","Verb","後[うし]ろの 席[せき]が<b> 空[あ]いています</b>。","The rear seat is empty.","3139"
"483","空手","karate, empty hand","空手[からて]","Noun","彼[かれ]は<b> 空手[からて]</b>を 習[なら]っています。","He's learning karate.","19205"
"484","空","sky, weather","空[そら]","Noun","<b> 空[そら]</b>が 真[ま]っ 青[さお]です。","The sky is bright blue.","425"
"485","海外","overseas, abroad","海外[かいがい]","Noun","彼[かれ]は<b> 海外[かいがい]</b>での 生活[せいかつ]が 長[なが]いです。","He's lived abroad for a long time.","5834"
"486","あまり","(not) really, (not) very","あまり","Adverb","このビールは<b>あまり</b> 美味[おい]しくありません。","This beer isn't very good.","361"
"487","海","sea, ocean","海[うみ]","Noun","<b> 海[うみ]</b>は 広[ひろ]くて 大[おお]きい。","The sea is vast and wide.","493"
"488","毎日","every day","毎日[まいにち]","Noun","私[わたし]たちは<b> 毎日[まいにち]</b> 散歩[さんぽ]をします。","We go for a walk every day.","1034"
"489","毎年","every year (less formal)","毎年[まいとし]","Noun","私[わたし]は<b> 毎年[まいとし]</b>、 海外旅行[かいがい りょこう]に 行[い]きます。","I travel abroad every year.","4659"
"490","毎年","every year (more formal)","毎年[まいねん]","Noun","<b> 毎年[まいねん]</b> 給料[きゅうりょう]が 上[あ]がる。","My salary goes up every year.","4659"
"491","なお","still, in addition","なお","Adverb","<b>なお</b>、 雨[あめ]の 場合[ばあい]は 中止[ちゅうし]です。","Moreover, it will be canceled in the event of rain.","1007"
"492","毎週","every week","毎週[まいしゅう]","Noun","私[わたし]は<b> 毎週[まいしゅう]</b> 母[はは]に 電話[でんわ]をします。","I call my mother every week.","12405"
"493","毎月","every month","毎月[まいつき]","Noun","私[わたし]は<b> 毎月[まいつき]</b> 貯金[ちょきん]をしています。","I save money every month.","9249"
"494","石","stone, small rock","石[いし]","Noun","私[わたし]は<b> 石[いし]</b>につまづいた。","I tripped on a stone.","566"
"495","田んぼ","rice field","田[た]んぼ","Noun","この 辺[へん]は<b> 田[た]んぼ</b>がたくさんあります。","There are a lot of rice fields around here.","17942"
"496","ほぼ","roughly, nearly","ほぼ","Adverb","仕事[しごと]が<b>ほぼ</b> 終[お]わりました。","My work is almost finished.","1835"
"497","花","flower","花[はな]","Noun","きれいな<b> 花[はな]</b>が 咲[さ]きました。","Beautiful flowers have bloomed.","494"
"498","林","woods, grove","林[はやし]","Noun","私[わたし]たちは<b> 林[はやし]</b>の 中[なか]に 入[はい]っていった。","We entered the woods.","1498"
"499","森","thick woods, forest","森[もり]","Noun","私[わたし]は<b> 森[もり]</b>を 歩[ある]くのが 好[す]きです。","I like to walk in the forest.","667"
"500","子","child, kid","子[こ]","Noun","その<b> 子[こ]</b>は 日本語[にほんご]が 分[わ]からない。","That kid doesn't understand Japanese.","220"
"501","サービス","service, on the house","サービス","Verbal Noun","この 店[みせ]は<b>サービス</b>がいい。","The service in this store is good.","5175"
"502","女の子","girl, baby girl","女[おんな]の 子[こ]","Noun","あの<b> 女[おんな]の 子[こ]</b>を 知[し]っていますか。","Do you know that girl?","754"
"503","男の子","boy, baby boy","男[おとこ]の 子[こ]","Noun","<b> 男[おとこ]の 子[こ]</b>たちがサッカーをしている。","The boys are playing soccer.","1937"
"504","私たち","we","私[わたし]たち","Noun","<b> 私[わたし]たち</b>は 来月結婚[らいげつ けっこん]します。","We will get married next month.","537"
"505","達する","attain, reach","達[たっ]する","Verb","気温[きおん]は 35度[さんじゅうごど]に<b> 達[たっ]した</b>。","The temperature reached 35 degrees.","4776"
"506","グループ","group","グループ","Noun","店[みせ]に 学生[がくせい]の<b>グループ</b>が 来[き]た。","A group of students came to the shop.","2641"
"507","家","house, home","家[いえ]","Noun","ここが 私[わたし]の<b> 家[いえ]</b>です。","This is my house.","114"
"508","家内","my wife","家内[かない]","Noun","<b> 家内[かない]</b>は 九州出身[きゅうしゅう しゅっしん]です。","My wife is from Kyushu.","5331"
"509","客","visitor, customer","客[きゃく]","Noun","その 店[みせ]は 若[わか]い<b> 客[きゃく]</b>が 多[おお]いです。","That shop has a lot of young customers.","553"
"510","空気","air, atmosphere","空気[くうき]","Noun","ここは<b> 空気[くうき]</b>がきれいです。","The air here is clean.","891"
"511","ホテル","hotel","ホテル","Noun","今[いま]<b>ホテル</b>に 着[つ]きました。","I arrived at the hotel just now.","693"
"512","気に入る","like, be pleased with","気[き]に 入[い]る","Verb","新[あたら]しい 靴[くつ]がとても<b> 気[き]に 入[い]りました</b>。","I really like my new shoes.","1852"
"513","人気","popularity","人気[にんき]","Noun","このバンドはとても<b> 人気[にんき]</b>があるよ。","That band is very popular.","2264"
"514","雨","rain","雨[あめ]","Noun","<b> 雨[あめ]</b>が 降[ふ]っています。","It's raining.","654"
"515","雪","snow, snowfall","雪[ゆき]","Noun","クリスマスに<b> 雪[ゆき]</b>が 降[ふ]りました。","It snowed at Christmas.","730"
"516","まとめる","gather together, summarize","まとめる","Verb","彼女[かのじょ]は 荷物[にもつ]を<b>まとめて</b> 出[で]て 行[い]った。","She packed her luggage and left.","2578"
"517","青い","blue","青[あお]い","Adjective","ここの 海[うみ]はとても<b> 青[あお]い</b>。","The sea here is very blue.","1130"
"518","青","blue, green, green light","青[あお]","Noun","私[わたし]の 好[す]きな 色[いろ]は<b> 青[あお]</b>です。","My favorite color is blue.","1456"
"519","晴れ","fine weather, clear sky","晴[は]れ","Noun","明日[あす]の 天気[てんき]は<b> 晴[は]れ</b>です。","Tomorrow's weather will be sunny.","14389"
"520","明らか","clear, obvious","明[あき]らか","Adjective","<b> 明[あき]らか</b>に 彼[かれ]が 悪[わる]い。","It's clearly his fault.","948"
"521","やはり","as expected, also, still","やはり","Adverb","彼[かれ]は<b>やはり</b> 遅刻[ちこく]しました。","He was late, as expected.","410"
"522","明るい","bright, cheerful","明[あか]るい","Adjective","彼女[かのじょ]は<b> 明[あか]るい</b> 性格[せいかく]です。","She has a cheerful personality.","938"
"523","明日","tomorrow","明日[あした]","Noun","<b> 明日[あした]</b>、 会社[かいしゃ]を 休[やす]みます。","I'm off work tomorrow.","706"
"524","暗い","dark, dreary, shadowy","暗[くら]い","Adjective","東[ひがし]の 空[そら]が<b> 暗[くら]い</b>です。","The eastern sky is dark.","556"
"525","昨年","last year (polite)","昨年[さくねん]","Noun","<b> 昨年[さくねん]</b>は 地震[じしん]が 多[おお]い 年[とし]でした。","Last year there were a lot of earthquakes.","5504"
"526","はっきり","clearly, distinctly","はっきり","Adverb","今日[きょう]は 山[やま]が<b>はっきり</b> 見[み]える。","You can see the mountains clearly today.","456"
"527","一昨年","the year before last","一昨年[おととし]","Noun","<b> 一昨年[おととし]</b> 初[はじ]めて 京都[きょうと]へ 旅行[りょこう]しました。","I first traveled to Kyoto the year before last.","13709"
"528","一昨日","day before yesterday","一昨日[おととい]","Noun","<b> 一昨日[おととい]</b> 彼[かれ]から 電話[でんわ]がありました。","There was a phone call from him the day before yesterday.","6991"
"529","東","east, eastern","東[ひがし]","Noun","<b> 東[ひがし]</b>の 空[そら]が 暗[くら]いです。","The eastern sky is dark.","696"
"530","西","west, western","西[にし]","Noun","太陽[たいよう]は<b> 西[にし]</b>に 沈[しず]みます。","The sun sets in the west.","1330"
"531","つまり","in short, basically","つまり","Adverb","<b>つまり</b>、あなたは 何[なに]も 知[し]らないのですね。","So, basically, you don't know anything.","342"
"532","南","south","南[みなみ]","Noun","私[わたし]の 家[いえ]は 町[まち]の<b> 南[みなみ]</b>にあります。","My house is in the south of the town.","1199"
"533","北","north","北[きた]","Noun","ロシアは 日本[にっぽん]の<b> 北[きた]</b>にあります。","Russia is north of Japan.","1155"
"534","方向","direction, course","方向[ほうこう]","Noun","あの 人[ひと]たちは 皆[みな]、 同[おな]じ<b> 方向[ほうこう]</b>を 見[み]ている。","Those people are all looking in the same direction.","1375"
"535","向かう","face, head toward, confront","向[む]かう","Verb","今[いま]、 会社[かいしゃ]に<b> 向[む]かっています</b>。","I'm heading for the office right now.","353"
"536","ビル","building (ローマ字)","ビル","Noun","私[わたし]の 会社[かいしゃ]はあの<b>ビル</b>の 8階[はちかい]です。","My company's on the eighth floor of that building.","1403"
"537","向こう","the other side, the other party, opponent","向[む]こう","Noun","友達[ともだち]は<b> 向[む]こう</b>にいます。","My friend is over there.","892"
"538","向く","turn, face, look","向[む]く","Verb","こっちを<b> 向[む]いて</b>ください。","Please turn this way.","935"
"539","開く","open が","開[あ]く","Verb","電車[でんしゃ]のドアが<b> 開[あ]きました</b>。","The train door opened.","280"
"540","聞こえる","be heard, be audible","聞[き]こえる","Verb","隣[となり]の 部屋[へや]からテレビの 音[おと]が<b> 聞[き]こえる</b>。","I can hear the sound of the television from the next room.","418"
"541","もちろん","of course, needless to say","もちろん","Adverb","<b>もちろん</b> 一緒[いっしょ]に 行[い]きます。","Of course I'll go with you.","376"
"542","年間","period of one year","年間[ねんかん]","Noun","<b> 年間[ねんかん]</b> 5万人[ごまんにん]がここを 訪[おとず]れます。","This place gets 50,000 visitors a year.","1621"
"543","この間","the other day, recently","この 間[あいだ]","Noun","<b>この 間[あいだ]</b> 彼女[かのじょ]に 会[あ]った。","I met her the other day.","3418"
"544","間","interval, space between","間[あいだ]","Noun","雲[くも]の<b> 間[あいだ]</b>から 月[つき]が 出[で]た。","The moon came out from between the clouds.","197"
"545","人間","human being, people","人間[にんげん]","Noun","<b> 人間[にんげん]</b>の 心[こころ]は 複雑[ふくざつ]です。","Man's mind is complex.","140"
"546","かつて","once, formerly","かつて","Adverb","<b>かつて</b> 私[わたし]が 学生[がくせい]だった 頃[ころ]のことです。","That was when I was still a student.","980"
