"index","word","kroman","meaning","kanja"
"1930","죽이다","jug-i-da","to kill, murder;<div>to hold back, suppress</div>",""
"1931","질서","jir-seo","order, system","秩序"
"1932","아픔","a-peum","pain, ache;<div>sorrow, grief</div>",""
"1933","요구하다","yo-gu-ha-da","to demand, ask, claim","要求"
"1934","짬뽕","jjam-bbong","Chinese spicy noodle soup",""
"1935","즉시","jeug-si","at once, immediately, without delay","卽時"
"1936","밟다","barb-da","to step on;<div>to trail after</div>",""
"1937","노동자","no-dong-ja","worker, laborer","勞動者"
"1938","하나씩","ha-na-ssig","one by one",""
"1939","식물","sig-mur","plant, vegetation","植物"
"1940","꺼지다","ggeo-ji-da","to be extinguished, go out;<div>to get lost, disappear (col.)</div>",""
"1941","자격","ja-gyeog","qualification","資格"
"1942","대단히","dae-dan-hi","very much, greatly, highly",""
"1943","감동하다","gam-dong-ha-da","to be moved, touched (emotionally)","感動"
"1944","큰길","keun-gir","main road",""
"1945","의견","eui-gyeon","opinion, view, idea","意見"
"1946","더하다","deo-ha-da","to add (up), sum up;<div>to get worse, grow harder</div>",""
"1947","반말","ban-mar","plain speech","半-"
"1948","테이블","te-i-beur","table",""
"1949","연애","yeon-ae","dating;<div>love, romance</div>","戀愛"
"1950","달라지다","dar-ra-ji-da","to change, alter, vary",""
"1951","계약","gye-yag","contract","契約"
"1952","숨","sum","breath, breathing",""
"1953","속하다","sog-ha-da","to belong to","屬"
"1954","저녁때","jeo-nyeog-ddae","evening",""
"1955","복도","bog-do","hallway","複道"
"1956","내밀다","nae-mir-da","to stick out, extend",""
"1957","초보","co-bo","first steps, the beginning","初步"
"1958","고구마","go-gu-ma","sweet potato",""
"1959","효과","hyo-gwa","effect, efficiency","效果"
"1960","안타깝다","an-ta-ggab-da","to be heart-breaking, frustrating, regrettable",""
"1961","봉지","bong-ji","bag, sack","封紙"
"1962","마찬가지","ma-can-ga-ji","the same, identical, equal",""
"1963","진행하다","jin-haeng-ha-da","to progress, proceed","進行"
"1964","목도리","mog-do-ri","scarf",""
"1965","신체","sin-ce","body","身體"
"1966","한턱내다","han-teog-nae-da","to treat to a meal or a drink",""
"1967","기준","gi-jun","standard, criteria","基準"
"1968","쇼핑센터","syo-ping-sen-teo","shopping center",""
"1969","점차","jeom-ca","gradually, little by little","漸次"
"1970","붓다","bus-da","to pour (into);<div>to become swollen</div>",""
"1971","수입","su-ib","income;<div>import</div>","收入,&nbsp;輸入"
"1972","파","pa","green onion",""
"1973","녹음하다","nog-eum-ha-da","to record (sound etc.)","錄音"
"1974","괜히","gwaen-hi","in vain, pointlessly, for nothing",""
"1975","문제점","mun-je-jeom","problem, drawback, the point in question","問題點"
"1976","달려가다","dar-ryeo-ga-da","to run, dash, rush",""
"1977","목표","mog-pyo","target, goal","目標"
"1978","믿음","mid-eum","belief, trust",""
"1979","농사","nong-sa","farming","農事"
"1980","담다","dam-da","to put into",""
"1981","미소","mi-so","smile","微笑"
"1982","얼른","eor-reun","promptly, right away, quickly",""
"1983","강조하다","gang-jo-ha-da","to stress, emphasize","强調"
"1984","모래","mo-rae","sand",""
"1985","주요","ju-yo","major, main, primary","主要"
"1986","먹이다","meog-i-da","to feed, let someone eat",""
"1987","세계적","se-gye-jeog","global, worldwide","世界的"
"1988","유럽","yu-reob","Europe",""
"1989","각","gag","each, every;<div>angle</div>","各,&nbsp;角"
"1990","선선하다","seon-seon-ha-da","to be cool, refreshing",""
"1991","금연","geum-yeon","smoking prohibited, no smoking","禁煙"
"1992","마음대로","ma-eum-dae-ro","as one pleases, at one's convenience",""
"1993","속상하다","sog-sang-ha-da","to be upset, distressed;<div>to be upsetting, distressing</div>","-傷-"
"1994","예전","ye-jeon","the old days; before",""
"1995","추억","cu-eog","recollection, remembrance","追憶"
"1996","수많다","su-manh-da","to be numerous, a lot of","數-"
"1997","젊은이","jeorm-eun-i","the youth, young person",""
"1998","공기","gong-gi","air","空氣"
"1999","늘리다","neur-ri-da","to increase, add;<div>to extend</div>",""
"2000","학습","hag-seub","studying, learning","學習"
"2001","어쨌든","eo-jjaess-deun","anyway, in any case",""
"2002","사물","sa-mur","objects, things, matters","事物"
"2003","보여주다","bo-yeo-ju-da","to show, display",""
"2004","가짜","ga-jja","imitation, fake","假-"
"2005","고추","go-cu","chili pepper",""
"2006","발생하다","bar-saeng-ha-da","to occur, arise, happen","發生"
"2007","밤색","bam-saeg","brown,&nbsp;chestnut",""
"2008","예술가","ye-sur-ga","artist","藝術家"
"2009","드레스","deu-re-seu","dress",""
"2010","취하다","cwi-ha-da","to get drunk, be drunk;<div>to choose, pick, take</div>","醉,&nbsp;取"
"2011","빛","bic","light, ray, glow",""
"2012","태양","tae-yang","sun","太陽"
"2013","차리다","ca-ri-da","to set, prepare;<div>to pull oneself together</div>",""
"2014","일단","ir-dan","<div>once [something has happened];</div><div>first (of several actions);</div><div>for now</div>","一旦"
"2015","집들이","jib-deur-i","housewarming party",""
"2016","숙소","sug-so","lodging, accomodations","宿所"
"2017","끊어지다","ggeunh-eo-ji-da","to break down, break off, snap, run out",""
"2018","경기장","gyeong-gi-jang","sports stadium","競技場"
"2019","원숭이","weon-sung-i","monkey",""
"2020","창피하다","cang-pi-ha-da","to be ashamed, embarrassed","猖披"
"2021","누구나","nu-gu-na","anyone",""
"2022","적당히","jeog-dang-hi","suitably, appropriately, moderately","適當"
"2023","적어도","jeog-eo-do","at least",""
"2024","고백하다","go-baeg-ha-da","to confess, admit","告白"
"2025","형님","hyeong-nim","a man's older brother (hon.)","兄-"
"2026","일반적","ir-ban-jeog","general, usual","一般的"
"2027","떨리다","ddeor-ri-da","to tremble, shake, shiver",""
"2028","판매","pan-mae","sale","販賣"
"2029","베트남","be-teu-nam","Vietnam",""
"2030","문자","mun-ja","letters, alphabet;<div>text message</div>","文章"
"2031","다가오다","da-ga-o-da","to approach, come near",""
"2032","전국","jeon-gug","the whole country","全國"
"2033","숲","sup","forest",""
"2034","양치질하다","yang-ci-jir-ha-da","to brush teeth","養齒-"
"2035","그리","geu-ri","so, very;<div>there, that way</div>",""
"2036","양파","yang-pa","onion","洋-"
"2037","위층","wi-ceung","upstairs",""
"2038","판단하다","pan-dan-ha-da","to judge, decide, make a judgement","判斷"
"2039","바보","ba-bo","fool, stupid person",""
"2040","태극기","tae-geug-gi","national flag of Korea","太極旗"
"2041","쌓이다","ssah-i-da","to pile up, be stacked up",""
"2042","소문","so-mun","rumor, gossip","所聞"
"2043","어려움","eo-ryeo-um","difficulty, hardship",""
"2044","전자의","jeon-ja-eui","electronic","電子"
"2045","넘어가다","neom-eo-ga-da","to cross, go over;<div>to fall into, go down</div>",""
"2046","문법","mun-beob","grammar","文法"
"2047","몰래","mor-rae","secretly",""
"2048","무시하다","mu-si-ha-da","to ignore, disregard","無視"
"2049","프로","peu-ro","professional",""
"2050","법","beob","law","法"
"2051","가죽","ga-jug","leather",""
"2052","인정하다","in-jeong-ha-da","to admit","認定"
"2053","한쪽","han-jjog","one side, one way",""
"2054","우동","u-dong","thick white noodles","udon[饂飩]"
"2055","달려오다","dar-ryeo-o-da","to come running",""
"2056","신경","sin-gyeong","nerves","神經"
"2057","때때로","ddae-ddae-ro","occasionally",""
"2058","계산기","gye-san-gi","calculator","計算器/計算機"
"2059","따다","dda-da","to pick, pluck;<div>to obtain</div>",""
"2060","박사","bag-sa","doctor, expert","博士"
"2061","꽃다발","ggoc-da-bar","bouquet",""
"2062","어색하다","eo-saeg-ha-da","to feel awkward, be at a loss for words","語塞"
"2063","마음속","ma-eum-sog","one's mind, one's heart",""
"2064","기초","gi-co","foundation, basis, base","基礎"
"2065","햇살","haes-sar","sunlight, sunshine",""
"2066","주장하다","ju-jang-ha-da","to assert, contend, insist","主張"
"2067","펜","pen","pen",""
"2068","어차피","eo-ca-pi","anyway, in any case","於此彼"
"2069","무서워하다","mu-seo-weo-ha-da","to fear, be afraid",""
"2070","무역","mu-yeog","trade, commerce","貿易"
"2071","물속","mur-sog","inside water",""
"2072","연두색","yeon-du-saeg","light green","軟豆色"
"2073","놓이다","noh-i-da","to be put;<div>to feel relieved</div>",""
"2074","편히","pyeon-hi","conveniently, comfortably","便-"
"2075","너머","neo-meo","beyond, the other side",""
"2076","기록하다","gi-rog-ha-da","to record, write down;<div>to register</div>","記錄"
"2077","고객","go-gaeg","customer, client",""
"2078","농업","nong-eob","agriculture","農業"
"2079","윷놀이","yuc-nor-i","yut (Korean game)",""
"2080","상관없다","sang-gwan-eobs-da","to not matter, not care;<div>to have nothing to do with</div>","相關-"
"2081","이리","i-ri","wolf;<div>here, this way</div>",""
"2082","점","jeom","dot, point;<div>viewpoint;</div><div>fortune-telling</div>","點,&nbsp;占"
"2083","씩씩하다","ssig-ssig-ha-da","to be brave, manly",""
"2084","각자","gag-ja","each one, each","各自"
"2085","말레이시아","mar-re-i-si-a","Malaysia",""
"2086","개인적","gae-in-jeog","personal, individual","個人的"
"2087","나빠지다","na-bba-ji-da","to grow worse",""
"2088","인상","in-sang","impression;<div>features, appearance;</div><div>increase</div>","印象,&nbsp;人相,&nbsp;引上"
"2089","지붕","ji-bung","roof",""
"2090","개발하다","gae-bar-ha-da","to develop, improve","開發"
"2091","추위","cu-wi","cold weather",""
"2092","고통","go-tong","pain, suffering","苦痛"
"2093","병들다","byeong-deur-da","to become sick","病-"
"2094","과학자","gwa-hag-ja","scientist","科學者"
"2095","꿀","ggur","honey",""
"2096","예절","ye-jeor","manners, etiquette","禮節"
"2097","이루어지다","i-ru-eo-ji-da","to come true;<div>to be formed, consist (of)</div>",""
"2098","최선","coe-seon","the best","最善"
"2099","왠지","waen-ji","somehow, for some reason",""
"2100","후회하다","hu-hoe-ha-da","to regret","後悔"
"2101","몸무게","mom-mu-ge","weight",""
"2102","통일","tong-ir","unity, unification","統一"
"2103","끄덕이다","ggeu-deog-i-da","to nod",""
"2104","일정","ir-jeong","schedule","日程"
"2105","에너지","e-neo-ji","energy",""
"2106","구체적","gu-ce-jeog","concrete, definite, specific","具體的"
"2107","견디다","gyeon-di-da","to bear, endure, tolerate",""
"2108","관리","gwan-ri","administration, management;<div>government official</div>","管理,&nbsp;官吏"
"2109","그만큼","geu-man-keum","that much, to that extent",""
"2110","포함하다","po-ham-ha-da","to include, contain","包含"
"2111","새끼","sae-ggi","young animal;<div>fellow</div>",""
"2112","철","ceor","iron, steel;<div>season;</div><div>discretion, [good] sense</div>","鐵"
"2113","받아쓰다","bad-a-sseu-da","to take dictation, write down",""
"2114","확실히","hwag-sir-hi","certainly, for sure","確實"
"2115","오징어","o-jing-eo","squid, cuttlefish",""
"2116","종교","jong-gyo","religion","宗敎"
"2117","묶다","mugg-da","to tie, bind",""
"2118","촬영","cwar-yeong","shooting, filming","撮影"
"2119","마침내","ma-cim-nae","finally, eventually, at last",""
"2120","향하다","hyang-ha-da","to face, look out at;<div>to proceed to, lean towards</div>","向"
"2121","만남","man-nam","meeting",""
"2122","공동","gong-dong","joint, group, collaboration","共同"
"2123","가득하다","ga-deug-ha-da","to be filled (with)",""
"2124","소비자","so-bi-ja","consumer","消費者"
"2125","와이셔츠","wa-i-syeo-ceu","dress shirt",""
"2126","이익","i-ig","profit, gain, advantage","利益"
"2127","신나다","sin-na-da","to be excited",""
"2128","상황","sang-hwang","situation, state of things","狀況"
"2129","흙","heurk","earth, soil, dirt",""
"2130","참석하다","cam-seog-ha-da","to attend, be present","參席"
"2131","밤새도록","bam-sae-do-rog","all night long",""
"2132","탁자","tag-ja","tea table","卓子"
"2133","싸움하다","ssa-um-ha-da","to fight, quarrel",""
"2134","역사적","yeog-sa-jeog","historical","歷史的"
"2135","밥솥","bab-sot","rice cooker",""
"2136","충격","cung-gyeog","shock","衝擊"
"2137","쏟다","ssod-da","to spill, pour",""
"2138","상대방","sang-dae-bang","the other party, the opposing team, adversary","相對方"
"2139","겨우","gyeo-u","barely",""
"2140","복사하다","bog-sa-ha-da","to reproduce, copy","複寫"
"2141","가스","ga-seu","gas",""
"2142","조상","jo-sang","ancestor, forefather","祖上"
"2143","꾸미다","ggu-mi-da","to decorate, make up;<div>to invent, prepare</div>",""
"2144","미술","mi-sur","art","美術"
"2145","쥐","jwi","rat;<div>mouse</div>",""
"2146","적극적","jeog-geug-jeog","positive, active","積極的"
"2147","날아가다","nar-a-ga-da","to fly away",""
"2148","수표","su-pyo","check","手票"
"2149","흔히","heun-hi","commonly, frequently, generally",""
"2150","저축하다","jeo-cug-ha-da","to save up, deposit","貯蓄"
"2151","낮잠","naj-jam","nap",""
"2152","교포","gyo-po","ethnic Korean living abroad","僑胞"
"2153","담기다","dam-gi-da","to be put in, be included",""
"2154","근무","geun-mu","service, work, duty","勤務"
"2155","코피","ko-pi","nosebleed",""
"2156","건축","geon-cug","architecture, construction","建築"
"2157","멀어지다","meor-eo-ji-da","to grow apart, drift apart",""
"2158","주인공","ju-in-gong","protagonist, main character","主人公"
"2159","곁","gyeot","side, beside",""
"2160","발달하다","bar-dar-ha-da","to develop","發達"
"2161","패션","pae-syeon","fashion, style",""
"2162","평화","pyeong-hwa","peace","平和"
"2163","조심스럽다","jo-sim-seu-reob-da","to be careful, cautious",""
"2164","토론","to-ron","discussion, debate","討論"
"2165","너무나","neo-mu-na","too much",""
"2166","존댓말","jon-daes-mar","polite/formal language (speech)","尊待-"
"2167","가리다","ga-ri-da","to cover, hide, shield;<div>to distinguish, differentiate</div>",""
"2168","최초","coe-co","the very first","最初"
"2169","그녀","geu-nyeo","she",""
"2170","고려하다","go-ryeo-ha-da","to consider, take into account","考慮"
"2171","어둠","eo-dum","darkness",""
"2172","양","yang","quantity, amount;<div>sheep, lamb</div>","量,&nbsp;羊"
"2173","흔들리다","heun-deur-ri-da","to shake, sway, quake",""
"2174","야외","ya-oe","outside, open air","野外"
"2175","마늘","ma-neur","garlic",""
"2176","사회적","sa-hoe-jeog","social","社會的"
"2177","쥐다","jwi-da","to grip, clench, grasp",""
"2178","관객","gwan-gaeg","audience, spectator","觀客"
"2179","스카프","seu-ka-peu","scarf",""
"2180","평범하다","pyeong-beom-ha-da","to be ordinary, common","平凡"
"2181","마치","ma-ci","as though, as if",""
"2182","애완동물","ae-wan-dong-mur","pet","愛玩動物"
"2183","다가가다","da-ga-ga-da","to approach, go near",""
"2184","업무","eob-mu","business, duty","業務"
